Attrition,BusinessTravel,DailyRate,DistanceFromHome,EducationField,EmployeeID,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,TenureGroupID,SalaryBandID
No,Travel_Rarely,557,18,Life Sciences,1998,Very High,3,Research Scientist,Low,Divorced,5410,Yes,1,3,4,2,3
No,Travel_Rarely,642,1,Life Sciences,1999,Very High,3,Research Scientist,Very High,Married,2782,No,1,3,5,2,1
No,Non-Travel,1162,1,Medical,2000,High,3,Research Director,Medium,Married,11957,No,2,3,13,4,4
No,Travel_Rarely,1490,11,Medical,2003,Very High,3,Laboratory Technician,High,Married,2660,Yes,1,3,2,1,1
No,Travel_Rarely,581,1,Life Sciences,2007,Very High,3,Research Scientist,High,Single,3375,No,0,2,3,2,2
No,Travel_Rarely,1395,9,Medical,2008,Medium,3,Research Scientist,High,Single,5098,No,0,5,10,3,3
No,Travel_Rarely,501,15,Medical,2009,Medium,3,Healthcare Representative,Very High,Married,4878,Yes,1,6,9,3,2
No,Travel_Rarely,267,29,Life Sciences,2010,High,2,Laboratory Technician,Medium,Single,2837,No,0,3,6,3,1
No,Travel_Rarely,543,1,Life Sciences,2012,Low,3,Laboratory Technician,Very High,Married,2406,No,2,3,1,1,1
No,Travel_Rarely,234,1,Medical,2013,Medium,2,Sales Representative,Medium,Married,2269,No,1,2,2,1,1
No,Travel_Rarely,116,24,Life Sciences,2014,Low,3,Research Scientist,Very High,Single,4108,No,0,2,7,3,2
No,Travel_Rarely,201,10,Medical,2015,Medium,1,Research Director,High,Married,13206,No,1,3,18,4,4
No,Travel_Rarely,801,1,Marketing,2016,High,3,Sales Executive,Very High,Married,10422,No,2,3,14,4,4
No,Travel_Rarely,161,10,Life Sciences,2017,High,4,Research Director,Very High,Married,13744,Yes,1,2,16,4,4
No,Travel_Rarely,1382,8,Other,2018,Low,3,Sales Executive,High,Divorced,4907,Yes,1,3,5,2,2
No,Non-Travel,585,29,Life Sciences,2019,Low,3,Sales Representative,Very High,Divorced,3482,No,2,3,9,3,2
No,Travel_Rarely,1037,1,Medical,2020,Medium,3,Research Scientist,Very High,Single,2436,Yes,0,2,4,2,1
No,Travel_Rarely,501,5,Medical,2021,High,3,Sales Representative,Low,Single,2380,Yes,0,6,2,1,1
No,Non-Travel,105,9,Life Sciences,2022,Very High,3,Manager,Very High,Single,19431,No,0,3,6,3,4
Yes,Travel_Frequently,638,9,Marketing,2023,Very High,3,Sales Representative,Low,Married,1790,No,1,3,1,1,1
No,Travel_Rarely,557,3,Medical,2024,Low,2,Sales Executive,Very High,Married,7644,No,2,2,9,3,3
No,Travel_Frequently,688,4,Life Sciences,2025,Very High,3,Manufacturing Director,Medium,Divorced,5131,No,3,3,4,2,3
No,Non-Travel,667,1,Life Sciences,2026,High,3,Healthcare Representative,High,Divorced,6306,No,1,2,13,4,3
Yes,Travel_Rarely,1092,1,Medical,2027,Low,3,Research Scientist,Very High,Married,4787,Yes,3,3,2,1,2
No,Travel_Rarely,300,2,Life Sciences,2031,Low,3,Manager,High,Married,18880,No,0,2,22,4,4
Yes,Travel_Rarely,310,7,Technical Degree,2032,Very High,3,Laboratory Technician,High,Married,2339,No,1,4,10,3,1
No,Travel_Rarely,582,28,Life Sciences,2034,Low,2,Manufacturing Director,Medium,Married,13570,No,1,3,20,4,4
No,Travel_Rarely,704,28,Marketing,2035,Very High,2,Sales Executive,High,Married,6712,No,2,2,8,3,3
No,Non-Travel,301,15,Marketing,2036,Very High,1,Sales Executive,Very High,Divorced,5406,No,1,4,15,4,3
No,Travel_Rarely,930,3,Life Sciences,2037,High,2,Sales Executive,Medium,Divorced,8938,No,1,5,5,2,4
No,Travel_Rarely,529,2,Technical Degree,2038,Very High,3,Research Scientist,Low,Single,2439,No,0,4,4,2,1
No,Travel_Rarely,1146,26,Life Sciences,2040,High,3,Human Resources,Very High,Single,8837,Yes,0,2,9,3,4
No,Travel_Rarely,345,10,Life Sciences,2041,Low,3,Sales Executive,Very High,Married,5343,No,1,1,10,3,3
Yes,Travel_Frequently,878,1,Life Sciences,2044,Medium,3,Sales Executive,High,Divorced,6728,No,2,3,6,3,3
No,Travel_Rarely,1120,11,Marketing,2045,Medium,2,Sales Executive,Very High,Married,6652,No,1,2,6,3,3
No,Travel_Rarely,374,20,Life Sciences,2046,Very High,3,Sales Executive,High,Single,4850,No,0,3,5,2,2
No,Travel_Rarely,1322,2,Life Sciences,2048,High,2,Research Scientist,High,Single,2809,No,0,2,2,1,1
No,Travel_Frequently,1199,18,Life Sciences,2049,High,3,Healthcare Representative,High,Married,5689,Yes,2,2,10,3,3
No,Travel_Rarely,1194,2,Medical,2051,High,3,Research Scientist,High,Married,2001,No,3,2,5,2,1
No,Travel_Rarely,287,1,Life Sciences,2052,High,1,Research Scientist,Very High,Married,2977,No,1,5,4,2,2
No,Travel_Rarely,1378,13,Other,2053,Very High,2,Laboratory Technician,Medium,Married,4025,Yes,1,2,4,2,2
No,Travel_Rarely,468,28,Medical,2054,Very High,2,Research Scientist,Low,Single,3785,No,0,3,5,2,2
Yes,Travel_Rarely,410,28,Marketing,2055,Very High,2,Sales Executive,Low,Divorced,10854,Yes,1,3,3,2,4
No,Travel_Rarely,722,24,Marketing,2056,Medium,2,Sales Executive,Very High,Married,12031,No,1,2,20,4,4
No,Non-Travel,325,5,Medical,2057,Medium,3,Manufacturing Director,Low,Single,9936,No,0,2,9,3,4
No,Travel_Rarely,1167,5,Other,2060,Very High,2,Sales Representative,High,Single,2966,No,0,2,4,2,2
No,Travel_Frequently,884,23,Medical,2061,High,4,Laboratory Technician,Very High,Married,2571,No,1,3,5,2,1
No,Travel_Rarely,613,6,Medical,2062,Very High,2,Healthcare Representative,Low,Married,9991,No,1,5,7,3,4
No,Travel_Rarely,155,4,Life Sciences,2064,Medium,4,Manufacturing Director,Medium,Married,6142,Yes,1,0,6,3,3
No,Travel_Frequently,1023,2,Medical,2065,Very High,2,Sales Executive,Medium,Married,5390,No,0,3,9,3,3
No,Travel_Rarely,628,8,Medical,2068,Medium,4,Laboratory Technician,High,Married,4404,No,0,3,4,2,2
